VEL,D20140322,X,Y,LON,LAT,Downslope ,Local Upsl,Upslope Cu,Local Curv,Minimal Cu,Cross-Sect,Tangential,Plan Curva,Flow Line ,Aspect,General Cu,Total Curv,Slope,Maximal Cu,Longitudin,Profile Cu,Local Down,cat,twi,TRI,tpi,spi,dem_randaz,curvature,ELEVATION,COHERENCE
-2,-7.1,496117.1949,4194580.947,14.95583602,37.89873926,0.08092,0.06959,0.08073,0.09454,-0.00006,0.00302,0.00176,0.00789,0.00001,2.01925,0.00372,0,0.22468,0.00192,0.0007,0.00005,0.14567,66.73013,3.06775,5.63973,1.91299,194.69244,943.764,0.00372,986.6,0.73
-0.7,-3.8,496203.1516,4194596.59,14.95681363,37.89888062,-0.06104,-0.05997,-0.07463,-0.04851,-0.00135,-0.00192,-0.00123,-0.00619,-0.00001,2.00746,-0.00197,0,0.1995,0.00036,-0.00005,0.00025,-0.0506,65.31718,2.30542,4.96167,-3.21093,399.7934,923.691,-0.00197,970.9,0.76
-0.9,-3.1,496204.3324,4194596.806,14.95682706,37.89888257,-0.06104,-0.05997,-0.07463,-0.04851,-0.00135,-0.00192,-0.00123,-0.00619,-0.00001,2.00746,-0.00197,0,0.1995,0.00036,-0.00005,0.00025,-0.0506,65.31718,2.30542,4.96167,-3.21093,399.7934,923.691,-0.00197,970.2,0.74
-2.3,-7.2,496774.308,4194700.473,14.96330965,37.89981912,-0.22771,-0.18835,-0.03525,-0.18603,-0.00576,-0.00606,-0.00366,-0.019,0.00009,2.31974,-0.00864,0.00002,0.19401,0.00144,-0.00257,-0.00055,-0.17368,61.27631,10.96101,5.15116,-0.88418,-429.30597,866.375,-0.00864,907.6,0.79
-3,-9.3,496775.1573,4194700.629,14.96331931,37.89982053,-0.22771,-0.18835,-0.03525,-0.18603,-0.00576,-0.00606,-0.00366,-0.019,0.00009,2.31974,-0.00864,0.00002,0.19401,0.00144,-0.00257,-0.00055,-0.17368,61.27631,10.96101,5.15116,-0.88418,-429.30597,866.375,-0.00864,906.8,0.76
-2.2,-8.7,497416.1187,4194817.227,14.97060945,37.90087348,-0.05369,0.04104,0.00196,0.00083,-0.00117,-0.00154,-0.00073,-0.00288,0.00003,3.19846,0.0001,0,0.25598,0.00123,0.00165,0.00073,-0.03019,77.81748,3.86938,6.49048,-0.39933,118.77267,778.165,0.0001,824.2,0.75
-2.2,-9,497416.9144,4194817.372,14.9706185,37.90087479,-0.05369,0.04104,0.00196,0.00083,-0.00117,-0.00154,-0.00073,-0.00288,0.00003,3.19846,0.0001,0,0.25598,0.00123,0.00165,0.00073,-0.03019,77.81748,3.86938,6.49048,-0.39933,118.77267,778.165,0.0001,823.3,0.74
-2.4,-6.5,497032.7162,4194751.659,14.96624868,37.90028135,0.10055,0.20036,0.16183,0.20833,0.00128,0.00359,0.00171,0.00824,-0.00003,1.62861,0.00875,0.00001,0.20926,0.0031,0.00516,0.00246,0.10897,83.88943,11.27511,5.43792,3.57,-57.76482,839.062,0.00875,885.6,0.75
-4.3,-16.5,497032.6889,4194751.656,14.96624837,37.90028132,0.10055,0.20036,0.16183,0.20833,0.00128,0.00359,0.00171,0.00824,-0.00003,1.62861,0.00875,0.00001,0.20926,0.0031,0.00516,0.00246,0.10897,83.88943,11.27511,5.43792,3.57,-57.76482,839.062,0.00875,884.1,0.69
-0.9,-4.1,496006.918,4194567.192,14.95458178,37.89861481,0.06752,0.15732,0.16022,0.20877,-0.00123,0.00746,0.00334,0.02635,-0.00004,3.41978,0.00882,0.00002,0.12694,0.00564,0.00136,0.00102,0.11362,67.47632,3.67781,3.49288,2.18538,108.15936,954.45,0.00882,996.3,0.73
-8.3,-23.7,496221.8299,4194608.387,14.95702602,37.89898702,-0.06857,-0.06596,-0.08309,-0.0482,-0.00178,-0.00192,-0.00123,-0.00578,0.00003,2.25144,-0.00198,0,0.21382,0.00079,-0.00006,0.00025,-0.05603,65.22626,11.02348,5.23306,-3.78506,-34.19046,922.414,-0.00198,967.8,0.68
-8.5,-22.8,496222.8454,4194608.573,14.95703757,37.8989887,-0.06857,-0.06596,-0.08309,-0.0482,-0.00178,-0.00192,-0.00123,-0.00578,0.00003,2.25144,-0.00198,0,0.21382,0.00079,-0.00006,0.00025,-0.05603,65.22626,11.02348,5.23306,-3.78506,-34.19046,922.414,-0.00198,967.1,0.76
-3.2,-9,496750.5334,4194704.54,14.96303921,37.8998557,0.05125,0.05935,0.09882,0.0761,-0.00347,0.00745,0.00419,0.02338,-0.00002,2.87976,0.0035,0.00002,0.18005,0.00522,-0.00395,-0.00238,0.1016,86.88254,11.31017,4.28503,-0.45865,-73.51005,868.89,0.0035,913.5,0.67
-4,-15.2,497049.0307,4194758.829,14.96643422,37.90034602,0.11333,0.15024,0.17309,0.20703,-0.0009,0.00865,0.00421,0.01718,0.00003,1.4147,0.00885,0.00002,0.24781,0.00532,0.0002,0.00007,0.14612,83.40038,4.32437,6.41863,2.93969,86.55636,834.194,0.00885,881.8,0.71
-3.7,-14.1,497049.8669,4194758.981,14.96644373,37.9003474,0.11333,0.15024,0.17309,0.20703,-0.0009,0.00865,0.00421,0.01718,0.00003,1.4147,0.00885,0.00002,0.24781,0.00532,0.0002,0.00007,0.14612,83.40038,4.32437,6.41863,2.93969,86.55636,834.194,0.00885,880.9,0.75
-9.4,-24.9,496223.0328,4194610.705,14.95703969,37.89900792,-0.06857,-0.06596,-0.08309,-0.0482,-0.00178,-0.00192,-0.00123,-0.00578,0.00003,2.25144,-0.00198,0,0.21382,0.00079,-0.00006,0.00025,-0.05603,65.22626,11.02348,5.23306,-3.78506,-34.19046,922.414,-0.00198,967.4,0.7
-10.9,-27.3,496224.043,4194610.89,14.95705118,37.89900959,-0.06857,-0.06596,-0.08309,-0.0482,-0.00178,-0.00192,-0.00123,-0.00578,0.00003,2.25144,-0.00198,0,0.21382,0.00079,-0.00006,0.00025,-0.05603,65.22626,11.02348,5.23306,-3.78506,-34.19046,922.414,-0.00198,966.7,0.69
-2.9,-9.7,496750.8983,4194706.705,14.96304335,37.89987521,0.05125,0.05935,0.09882,0.0761,-0.00347,0.00745,0.00419,0.02338,-0.00002,2.87976,0.0035,0.00002,0.18005,0.00522,-0.00395,-0.00238,0.1016,86.88254,11.31017,4.28503,-0.45865,-73.51005,868.89,0.0035,914,0.79
-3.9,-15.2,497048.7132,4194760.87,14.9664306,37.90036442,0.11333,0.15024,0.17309,0.20703,-0.0009,0.00865,0.00421,0.01718,0.00003,1.4147,0.00885,0.00002,0.24781,0.00532,0.0002,0.00007,0.14612,83.40038,4.32437,6.41863,2.93969,86.55636,834.194,0.00885,881.8,0.67
-3.2,-13.1,497049.6926,4194761.05,14.96644174,37.90036604,0.11333,0.15024,0.17309,0.20703,-0.0009,0.00865,0.00421,0.01718,0.00003,1.4147,0.00885,0.00002,0.24781,0.00532,0.0002,0.00007,0.14612,83.40038,4.32437,6.41863,2.93969,86.55636,834.194,0.00885,881.1,0.7
-2.1,-3.6,497103.5411,4194770.86,14.9670542,37.90045463,0.05167,0.17615,0.19403,0.25288,-0.00044,0.00906,0.00415,0.01382,0.00017,1.29101,0.01121,0.00003,0.30522,0.00605,0.00215,0.00109,0.07473,57.95678,4.46135,8.03369,0.08696,36.44855,819.881,0.01121,865.8,0.67
-2.2,-6.7,496079.8026,4194586.732,14.95541068,37.89879124,0.07865,0.06449,0.06078,0.10916,0.00069,0.00206,0.00093,0.00554,0.00001,2.32358,0.00455,0,0.16887,0.00158,0.00249,0.00128,0.10507,67.23206,0.46199,4.21636,1.95723,2676.23901,950.885,0.00455,996.4,0.77
-2.2,-7,496080.1051,4194586.789,14.95541412,37.89879176,0.07865,0.06449,0.06078,0.10916,0.00069,0.00206,0.00093,0.00554,0.00001,2.32358,0.00455,0,0.16887,0.00158,0.00249,0.00128,0.10507,67.23206,0.46199,4.21636,1.95723,2676.23901,950.885,0.00455,995.2,0.75
-1,0.2,496195.9941,4194607.887,14.95673216,37.89898241,-0.05904,-0.06942,-0.08443,-0.05049,-0.00139,-0.002,-0.0013,-0.00653,0,2.09359,-0.00207,0,0.20043,0.00036,-0.00007,0.00028,-0.04869,65.38306,1.65073,4.97429,-3.58139,770.97205,924.621,-0.00207,970.3,0.69
-1.2,0.2,496197.1864,4194608.105,14.95674572,37.89898438,-0.05922,-0.09665,-0.09364,-0.05453,-0.00141,-0.00199,-0.00133,-0.0066,0,2.18279,-0.00213,0,0.20258,0.00035,-0.00014,0.00028,-0.05034,65.46065,11.02706,5.02625,-3.94468,-311.51697,925.718,-0.00213,969.7,0.68
-3.5,-12.8,497218.1306,4194793.814,14.96835751,37.90066188,-0.08098,0.00361,0.00862,-0.00552,-0.00021,-0.0001,-0.00012,-0.00068,0,2.26025,0,0,0.17505,0.00021,0.0001,0.00011,-0.09617,56.1325,10.87333,4.56962,-2.24584,-54.46132,793.851,0,844.7,0.75
-0.1,-1.1,496069.9903,4194587.045,14.95529907,37.89879402,0.06275,0.03875,0.034,0.06421,0.00034,0.00151,0.00085,0.00557,0,2.41804,0.00252,0,0.15365,0.00092,0.00101,0.00038,0.09818,67.30994,11.05492,3.79523,1.64112,-0.96373,951.94,0.00252,998.4,0.75
-0.4,-3.2,496070.4668,4194587.133,14.95530449,37.89879482,0.06275,0.03875,0.034,0.06421,0.00034,0.00151,0.00085,0.00557,0,2.41804,0.00252,0,0.15365,0.00092,0.00101,0.00038,0.09818,67.30994,11.05492,3.79523,1.64112,-0.96373,951.94,0.00252,997.3,0.77
-3.7,-18.3,497218.6333,4194796.004,14.96836322,37.90068162,-0.08098,0.00361,0.00862,-0.00552,-0.00021,-0.0001,-0.00012,-0.00068,0,2.26025,0,0,0.17505,0.00021,0.0001,0.00011,-0.09617,56.1325,10.87333,4.56962,-2.24584,-54.46132,793.851,0,845.3,0.72
-2.5,-10.6,496230.0301,4194618.275,14.95711924,37.89907618,-0.10746,-0.06092,-0.07872,-0.09814,-0.0038,-0.00246,-0.00143,-0.0058,0.00012,2.39425,-0.00452,0.00001,0.24851,0.00154,-0.00206,-0.00072,-0.12156,65.21524,11.02331,6.11787,-4.04538,-14.62954,922.207,-0.00452,967.4,0.74
-2.9,-10.9,496230.8372,4194618.424,14.95712842,37.89907752,-0.10746,-0.06092,-0.07872,-0.09814,-0.0038,-0.00246,-0.00143,-0.0058,0.00012,2.39425,-0.00452,0.00001,0.24851,0.00154,-0.00206,-0.00072,-0.12156,65.21524,11.02331,6.11787,-4.04538,-14.62954,922.207,-0.00452,966.5,0.68
-3.7,-11.6,496761.9333,4194715.005,14.96316883,37.89995006,-0.16898,0.00097,0.05608,-0.18354,-0.00764,-0.00115,-0.00099,-0.00393,0.00025,2.6628,-0.00906,0.00004,0.25459,0.0031,-0.00791,-0.00318,-0.14384,61.49779,3.76305,6.58626,-0.35775,82.50134,869.487,-0.00906,915.4,0.76
-3.7,-10,496763.2407,4194715.244,14.9631837,37.89995222,-0.16898,0.00097,0.05608,-0.18354,-0.00764,-0.00115,-0.00099,-0.00393,0.00025,2.6628,-0.00906,0.00004,0.25459,0.0031,-0.00791,-0.00318,-0.14384,61.49779,3.76305,6.58626,-0.35775,82.50134,869.487,-0.00906,914.8,0.8
-2.6,2.7,496824.2125,4194726.322,14.96387717,37.90005228,0.04305,0.13761,0.2086,0.12629,-0.00267,0.00672,0.00404,0.01851,-0.00013,2.91394,0.00548,0.00003,0.22009,0.00541,-0.00123,-0.0013,0.15087,86.87549,11.31009,5.72553,3.46967,-650.88525,868.851,0.00548,914.5,0.7
-1.3,-8.2,497137.3052,4194783.314,14.9674382,37.90056699,-0.08841,-0.0844,-0.04037,-0.05494,-0.00194,-0.0007,0.00014,0.00065,-0.00005,1.00479,-0.00261,0,0.22224,0.00063,-0.0019,-0.00135,-0.05228,57.12588,4.93838,5.37936,-2.61065,21.97685,807.84,-0.00261,853.1,0.63
-3.1,-9.4,497227.0156,4194799.628,14.96845855,37.90071431,-0.00213,0.02841,0.03576,0.03481,-0.00049,0.00145,0.00081,0.00479,-0.00001,2.1199,0.00146,0,0.16931,0.00122,0.00001,-0.00008,0.01595,56.10661,3.05605,4.10418,-1.7236,139.25615,793.494,0.00146,844.2,0.72
-1.9,-13.8,497227.9405,4194799.798,14.96846907,37.90071584,-0.00213,0.02841,0.03576,0.03481,-0.00049,0.00145,0.00081,0.00479,-0.00001,2.1199,0.00146,0,0.16931,0.00122,0.00001,-0.00008,0.01595,56.10661,3.05605,4.10418,-1.7236,139.25615,793.494,0.00146,843.5,0.7
-2.6,-8.5,496766.5967,4194717.953,14.96322186,37.89997665,-0.31526,0.26464,0.13877,-0.34191,-0.00939,-0.00484,-0.00311,-0.0085,0.0007,2.87442,-0.01589,0.00007,0.37428,0.00145,-0.01104,-0.00371,-0.33031,87.14706,4.72527,10.32346,0.69091,63.29375,871.014,-0.01589,914.6,0.76
-2.8,-8.2,496768.3666,4194718.276,14.96324199,37.89997956,-0.31526,0.26464,0.13877,-0.34191,-0.00939,-0.00484,-0.00311,-0.0085,0.0007,2.87442,-0.01589,0.00007,0.37428,0.00145,-0.01104,-0.00371,-0.33031,87.14706,4.72527,10.32346,0.69091,63.29375,871.014,-0.01589,914.4,0.78
-2.3,-9.9,496777.4138,4194719.919,14.96334489,37.8999944,-0.3402,0.21765,0.13304,-0.39024,-0.00863,-0.00319,-0.00144,-0.00383,0.00015,2.94599,-0.0176,0.00006,0.38392,-0.00017,-0.01441,-0.00578,-0.30156,87.05442,11.31215,10.58323,0.75222,-282.5032,870.089,-0.0176,915,0.75
-1.8,-6.2,496778.5938,4194720.133,14.96335831,37.89999634,-0.3402,0.21765,0.13304,-0.39024,-0.00863,-0.00319,-0.00144,-0.00383,0.00015,2.94599,-0.0176,0.00006,0.38392,-0.00017,-0.01441,-0.00578,-0.30156,87.05442,11.31215,10.58323,0.75222,-282.5032,870.089,-0.0176,914.4,0.8
-1.9,-6.4,496786.6185,4194721.591,14.96344958,37.90000951,-0.28493,0.16544,0.14493,-0.28551,-0.00803,-0.0005,0.00027,0.00077,-0.00039,2.98878,-0.01232,0.00006,0.36182,0.00186,-0.01183,-0.00528,-0.21733,86.99004,11.31141,9.74567,1.13576,-25.44883,869.564,-0.01232,914.3,0.73
-3.1,-5.2,496823.3613,4194728.267,14.96386748,37.90006981,0.07708,0.34828,0.26898,0.18106,-0.00432,0.00688,0.00562,0.02696,-0.0002,2.68906,0.00675,0.00008,0.21003,0.0077,-0.00013,-0.00222,0.15008,87.09312,3.60787,5.97797,4.34483,193.24202,870.982,0.00675,914.2,0.69
-2.6,-8.6,496769.0128,4194720.491,14.96324933,37.89999953,-0.31526,0.26464,0.13877,-0.34191,-0.00939,-0.00484,-0.00311,-0.0085,0.0007,2.87442,-0.01589,0.00007,0.37428,0.00145,-0.01104,-0.00371,-0.33031,87.14706,4.72527,10.32346,0.69091,63.29375,871.014,-0.01589,915.1,0.75
-2,-11.2,496777.1869,4194721.976,14.9633423,37.90001294,-0.3402,0.21765,0.13304,-0.39024,-0.00863,-0.00319,-0.00144,-0.00383,0.00015,2.94599,-0.0176,0.00006,0.38392,-0.00017,-0.01441,-0.00578,-0.30156,87.05442,11.31215,10.58323,0.75222,-282.5032,870.089,-0.0176,915.1,0.75
-1.5,-4.3,496778.5163,4194722.218,14.96335742,37.90001513,-0.3402,0.21765,0.13304,-0.39024,-0.00863,-0.00319,-0.00144,-0.00383,0.00015,2.94599,-0.0176,0.00006,0.38392,-0.00017,-0.01441,-0.00578,-0.30156,87.05442,11.31215,10.58323,0.75222,-282.5032,870.089,-0.0176,914.6,0.74
-2.9,-15.1,497169.9923,4194793.46,14.96780996,37.90065854,-0.14939,-0.12228,-0.09871,-0.13348,-0.00549,-0.00466,-0.00228,-0.01333,-0.00012,1.56658,-0.00546,0.00004,0.17192,0.00276,-0.0008,-0.0004,-0.1421,80.14729,11.22948,4.37834,-3.08462,-181.66139,801.387,-0.00546,847.8,0.66
-4.7,-16.8,496163.8501,4194612.531,14.95636652,37.89902413,-0.10527,-0.06172,-0.04718,-0.06907,-0.00376,-0.00166,-0.00154,-0.00539,-0.00026,1.84686,-0.00252,0.00002,0.29039,0.0025,-0.00086,0.00031,-0.16595,93.43237,2.55737,7.37225,-3.28909,635.85272,934.328,-0.00252,977.8,0.73
-5.5,-16.2,496164.0576,4194612.571,14.95636888,37.89902449,-0.10527,-0.06172,-0.04718,-0.06907,-0.00376,-0.00166,-0.00154,-0.00539,-0.00026,1.84686,-0.00252,0.00002,0.29039,0.0025,-0.00086,0.00031,-0.16595,93.43237,2.55737,7.37225,-3.28909,635.85272,934.328,-0.00252,976.5,0.68
-9.5,-31.1,497118.4342,4194786.17,14.96722354,37.90059267,-0.10233,0.06338,0.0463,-0.0522,-0.00385,0.00274,0.00212,0.00725,0.00006,1.0512,-0.00186,0.00002,0.29707,0.00292,-0.0046,-0.00275,-0.1317,57.43287,10.89623,7.57507,-2.54593,-363.65646,812.189,-0.00186,860.7,0.7
-2.4,-9.2,497169.7521,4194795.516,14.96780722,37.90067707,-0.14939,-0.12228,-0.09871,-0.13348,-0.00549,-0.00466,-0.00228,-0.01333,-0.00012,1.56658,-0.00546,0.00004,0.17192,0.00276,-0.0008,-0.0004,-0.1421,80.14729,11.22948,4.37834,-3.08462,-181.66139,801.387,-0.00546,847.9,0.69
-6.3,-16.7,496169.7264,4194619.899,14.95643332,37.89909056,-0.12587,-0.15477,-0.13253,-0.16735,-0.00362,-0.0054,-0.00338,-0.01314,-0.00004,2.09946,-0.0068,0.00001,0.25991,0.00022,-0.0014,0.00008,-0.15019,65.95248,1.49894,6.56036,-4.43917,913.05035,932.585,-0.0068,976.9,0.76
-5.4,-14.9,496171.4234,4194620.207,14.95645262,37.89909335,-0.12587,-0.15477,-0.13253,-0.16735,-0.00362,-0.0054,-0.00338,-0.01314,-0.00004,2.09946,-0.0068,0.00001,0.25991,0.00022,-0.0014,0.00008,-0.15019,65.95248,1.49894,6.56036,-4.43917,913.05035,932.585,-0.0068,976.7,0.69
-1.4,-0.4,496210.1288,4194627.247,14.95689283,37.89915696,-0.07335,-0.12892,-0.11265,-0.07845,-0.00263,-0.00322,-0.0024,-0.01142,0.00002,2.34178,-0.003,0.00001,0.2116,0.00113,0.00022,0.00089,-0.05546,65.43983,11.02674,5.20331,-4.0964,-32.56224,925.406,-0.003,972.2,0.66
-3,-12.1,496840.2447,4194741.831,14.96405946,37.90019212,0.14909,0.26316,0.29988,0.34161,-0.00177,0.01364,0.0067,0.0377,0.00008,1.56512,0.01413,0.00006,0.17857,0.00884,0.00049,0.00025,0.21556,61.4557,4.5289,4.89511,4.29944,38.30558,869.393,0.01413,914.4,0.71
-3.8,-15.1,497087.4529,4194786.828,14.96687114,37.9005985,-0.04042,0.13428,0.11763,0.11103,-0.00073,0.00069,-0.00031,-0.00099,0.00012,1.15171,0.00425,0.00001,0.31699,0.00286,0.00357,0.0021,0.04072,58.07953,10.90743,8.35498,-0.12806,-98.90672,821.422,0.00425,866.9,0.73
-4.8,-16.7,497090.8291,4194787.442,14.96690954,37.90060405,-0.04042,0.13428,0.11763,0.11103,-0.00073,0.00069,-0.00031,-0.00099,0.00012,1.15171,0.00425,0.00001,0.31699,0.00286,0.00357,0.0021,0.04072,58.07953,10.90743,8.35498,-0.12806,-98.90672,821.422,0.00425,866.4,0.7
-1.9,-3.2,496405.5532,4194664.834,14.95911546,37.89949653,0.15522,0.19642,0.17586,0.18157,-0.00118,0.00624,0.00276,0.01246,-0.00014,3.25549,0.00818,0.00003,0.22367,0.00527,0.00194,0.00116,0.11185,93.58435,4.12838,5.79203,5.73528,132.58182,936,0.00818,982.9,0.67
-1.7,-7.3,496406.3991,4194664.99,14.95912508,37.89949794,0.15522,0.19642,0.17586,0.18157,-0.00118,0.00624,0.00276,0.01246,-0.00014,3.25549,0.00818,0.00003,0.22367,0.00527,0.00194,0.00116,0.11185,93.58435,4.12838,5.79203,5.73528,132.58182,936,0.00818,982,0.69
-0.6,-1.5,496421.0885,4194667.654,14.95929215,37.899522,0.19932,0.19872,0.20543,0.24149,-0.00134,0.00995,0.00552,0.02756,-0.00005,2.86998,0.01017,0.00003,0.20159,0.00642,0.00022,-0.00051,0.18767,93.57574,11.38438,5.26007,6.20075,-64.21729,935.935,0.01017,985.1,0.71
-0.4,-0.8,496421.3321,4194667.7,14.95929492,37.89952242,0.19932,0.19872,0.20543,0.24149,-0.00134,0.00995,0.00552,0.02756,-0.00005,2.86998,0.01017,0.00003,0.20159,0.00642,0.00022,-0.00051,0.18767,93.57574,11.38438,5.26007,6.20075,-64.21729,935.935,0.01017,983.8,0.72
-3.3,-12,497086.8163,4194788.812,14.96686389,37.90061638,-0.13612,0.06123,0.05277,0.05115,-0.00367,-0.00383,-0.0029,-0.0087,0.00015,1.19099,0.00219,0.00003,0.33931,0.00476,0.00601,0.00349,-0.11596,57.97818,2.80956,9.02893,-1.26502,190.26755,819.995,0.00219,866.8,0.7
-0.8,-2.9,496215.954,4194632.503,14.95695906,37.89920436,-0.08871,-0.09342,-0.08596,-0.07585,-0.00444,-0.00281,-0.00267,-0.01095,0.00017,2.58714,-0.00296,0.00002,0.24622,0.00296,-0.00015,0.00116,-0.07178,65.46712,6.74152,6.19514,-3.88121,4.75614,925.792,-0.00296,972.5,0.75
-2.9,-6.5,496712.7577,4194724.961,14.96260944,37.90003962,-0.14413,-0.07531,-0.08922,-0.12996,-0.00284,-0.00369,-0.00188,-0.00916,-0.00004,2.48323,-0.00615,0.00001,0.20663,-0.00024,-0.00246,-0.00108,-0.19198,61.71937,10.96821,5.38538,-3.75296,-59.77006,872.713,-0.00615,917.7,0.72
-4.7,-11.8,496158.7776,4194626.301,14.95630875,37.89914822,-0.13613,-0.15754,-0.12949,-0.17191,-0.00507,-0.00681,-0.00435,-0.01643,-0.00013,1.96724,-0.00722,0.00003,0.26807,0.00146,-0.0004,0.00081,-0.14179,66.12389,11.03714,6.82642,-4.05807,-34.18116,934.979,-0.00722,980.3,0.66
-10.5,-34.2,497330.7425,4194839.486,14.96963825,37.90107386,-0.08316,0.12192,0.09,0.14874,0.00064,0.00368,0.00175,0.00563,-0.0001,3.14535,0.00652,0.00001,0.31555,0.00262,0.00284,0.00122,-0.03711,78.84286,4.2224,8.03882,-2.18477,85.65848,788.568,0.00652,833.5,0.72
-1.4,-0.7,496034.6607,4194605.817,14.95489712,37.89896306,-0.00309,-0.06138,-0.00327,-0.02063,-0.00114,0.00079,0.0008,0.0052,0,2.54726,-0.00056,0,0.15466,0.00086,-0.00134,-0.00105,0.00767,67.73679,5.72309,3.84144,0.63987,14.09795,957.938,-0.00056,999.8,0.67
0.6,0.6,496411.3115,4194674.277,14.95918091,37.89958166,0.15506,0.12684,0.15401,0.15367,-0.00199,0.00659,0.00326,0.01526,-0.00014,3.12596,0.00665,0.00003,0.21547,0.00531,0.00005,-0.00002,0.2202,93.80389,4.88284,5.37715,5.4727,62.64194,938.118,0.00665,983.6,0.75
-3,-11,497174.2304,4194813.122,14.96785809,37.90083577,-0.06014,-0.03958,-0.03951,-0.04462,-0.00143,-0.00197,-0.00137,-0.01019,0,2.16834,-0.00193,0,0.13471,0.00047,0.00004,0.00041,-0.03547,56.73714,10.88404,3.52329,-2.65871,-3396.18335,802.344,-0.00193,848.8,0.74
-3,-12.8,497174.9153,4194813.249,14.96786588,37.90083691,-0.06014,-0.03958,-0.03951,-0.04462,-0.00143,-0.00197,-0.00137,-0.01019,0,2.16834,-0.00193,0,0.13471,0.00047,0.00004,0.00041,-0.03547,56.73714,10.88404,3.52329,-2.65871,-3396.18335,802.344,-0.00193,847.9,0.7
-1.9,-2.8,496029.149,4194609.011,14.95483441,37.89899183,-0.02962,-0.08678,-0.01639,-0.09871,-0.00388,0.00079,0.00156,0.00859,-0.00001,2.54113,-0.00434,0.00002,0.18275,0.00171,-0.00513,-0.00357,-0.01745,67.83126,11.06264,4.6031,0.30353,-0.92006,959.19,-0.00434,1000.8,0.74
-1.6,-2.3,496028.7709,4194608.946,14.95483011,37.89899124,-0.02962,-0.08678,-0.01639,-0.09871,-0.00388,0.00079,0.00156,0.00859,-0.00001,2.54113,-0.00434,0.00002,0.18275,0.00171,-0.00513,-0.00357,-0.01745,67.83126,11.06264,4.6031,0.30353,-0.92006,959.19,-0.00434,999.1,0.73
-2.2,-6.8,496247.3374,4194648.71,14.95731594,37.89935056,-0.18395,0.01756,-0.02356,-0.11355,-0.00356,-0.00458,-0.00303,-0.00868,0.00016,2.67672,-0.00466,0.00001,0.35636,0.00123,-0.00009,0.00074,-0.27371,65.51263,11.02786,9.30738,-3.4163,-89.79894,926.395,-0.00466,968.5,0.75
0.7,1,496401.5855,4194676.71,14.95907027,37.89960355,0.11087,0.13893,0.20522,0.28241,-0.00252,0.00926,0.00344,0.01323,-0.00034,3.49971,0.0128,0.00006,0.26279,0.00892,0.00354,0.00256,0.14944,66.3088,11.03994,6.71457,4.78053,-111.04678,938.048,0.0128,983.1,0.79
-0.1,1.4,496416.7655,4194679.467,14.95924292,37.89962846,0.15252,0.14914,0.17108,0.15402,-0.0039,0.00915,0.00564,0.02452,0.00003,2.6921,0.00579,0.00004,0.23206,0.00679,-0.00337,-0.00267,0.28182,66.44296,11.04196,5.56734,5.39702,-112.69884,939.69,0.00579,983.7,0.79
-0.6,0.6,496225.7757,4194646.882,14.9570707,37.899334,-0.02926,0.02946,0.05576,0.15472,-0.00125,0.00477,0.00158,0.0054,0.00025,2.65106,0.0081,0.00002,0.29805,0.00531,0.00333,0.00209,-0.06717,65.56007,11.02858,7.74799,-3.07364,-57.84955,927.419,0.0081,973.8,0.79
-2.4,-8.2,496247.5995,4194650.855,14.95731891,37.8993699,-0.18395,0.01756,-0.02356,-0.11355,-0.00356,-0.00458,-0.00303,-0.00868,0.00016,2.67672,-0.00466,0.00001,0.35636,0.00123,-0.00009,0.00074,-0.27371,65.51263,11.02786,9.30738,-3.4163,-89.79894,926.395,-0.00466,969,0.82
1.4,3.6,496402.2757,4194678.933,14.95907811,37.89962359,0.08573,0.12184,0.18648,0.22858,-0.00347,0.00942,0.00389,0.01513,-0.00033,3.33167,0.00957,0.00006,0.26026,0.00825,0.00015,0.00068,0.14408,66.48779,11.04263,6.89102,4.80893,-45.10911,940.511,0.00957,983.8,0.74
0.1,-0.8,496417.2254,4194681.648,14.95924814,37.89964812,0.15252,0.14914,0.17108,0.15402,-0.0039,0.00915,0.00564,0.02452,0.00003,2.6921,0.00579,0.00004,0.23206,0.00679,-0.00337,-0.00267,0.28182,66.44296,11.04196,5.56734,5.39702,-112.69884,939.69,0.00579,984.2,0.74
-0.4,-1.3,496419.2231,4194682.011,14.95927086,37.8996514,0.15252,0.14914,0.17108,0.15402,-0.0039,0.00915,0.00564,0.02452,0.00003,2.6921,0.00579,0.00004,0.23206,0.00679,-0.00337,-0.00267,0.28182,66.44296,11.04196,5.56734,5.39702,-112.69884,939.69,0.00579,984.2,0.76
-0.4,-6.7,496421.1697,4194682.365,14.959293,37.8996546,0.15252,0.14914,0.17108,0.15402,-0.0039,0.00915,0.00564,0.02452,0.00003,2.6921,0.00579,0.00004,0.23206,0.00679,-0.00337,-0.00267,0.28182,66.44296,11.04196,5.56734,5.39702,-112.69884,939.69,0.00579,984.1,0.75
-1.8,-4.8,496033.4127,4194613.987,14.95488288,37.89903669,-0.02962,-0.08678,-0.01639,-0.09871,-0.00388,0.00079,0.00156,0.00859,-0.00001,2.54113,-0.00434,0.00002,0.18275,0.00171,-0.00513,-0.00357,-0.01745,67.83126,11.06264,4.6031,0.30353,-0.92006,959.19,-0.00434,1000,0.73
